date,country,region,accomodation type,price,currency,memo
2023/8/19,Morocco,Rabat,single room,15,EURO,
2023/8/20,Morocco,Essaouira,dormitory,10.14,EURO,
2023/8/21,Morocco,Tiznit,single room,11.35,EURO,
2023/8/22,Morocco,marrakech,dormitory,7.7,EURO,
2023/8/23,Morocco,marrakech,dormitory,7.7,EURO,
2023/8/24,Morocco,marrakech,dormitory,7.7,EURO,
2023/8/25,Morocco,Ouarzazate,dormitory,6.12,EURO,
2023/8/26,Morocco,Errachidia,single room,18.23,EURO,
2023/8/27,Morocco,Meknès,dormitory,9.72,EURO,
2023/8/28,Morocco,Fes,dormitory,4.28,EURO,
2023/8/29,Morocco,Oujda,single room,18,EURO,
2023/8/30,Spain,Almería,dormitory,21,EURO,
2023/8/31,Spain,Granada,dormitory,13.02,EURO,
2023/9/1,Spain,Valencia,dormitory,18.66,EURO,
2023/9/2,Andorra,Andorra la Vieja,dormitory,27,EURO,
2023/9/3,France,Carcassonne,dormitory,25.92,EURO,
2023/9/4,France,Nice,dormitory,5364,JPY,
2023/9/5,Italy,Milano,Friend's house,0,EURO,Mruco
2023/9/6,Italy,Pisa,dormitory,23.04,EURO,
2023/9/7,San Marino,San Marino,dormitory,18.54,EURO,
2023/9/8,Italy,San Vito al Tagliamento,dormitory,19,EURO,
2023/9/9,Slovenia,Lubiana,dormitory,19.9,EURO,
2023/9/10,Croatia,zagreb,dormitory,17.64,EURO,
2023/9/11,Croatia,split,dormitory,17.01,EURO,
2023/9/12,Croatia,dubrovnik,dormitory,26,EURO,
2023/9/13,Italy,Bari ,dormitory,30.64,EURO,
2023/9/14,Italy,Roma,dormitory,27.49,EURO,
2023/9/15,Italy,naples,dormitory,11.52,EURO,
2023/9/16,Italy,vallo scaro,dormitory,24,EURO,
2023/9/17,Italy,Pompei,dormitory,9.36,EURO,
2023/9/18,-,-,ferry,-,-,-
2023/9/19,tunisia,tunis,single room,20,EURO,
2023/9/20,tunisia,Sousse,dormitory,16.2,EURO,
2023/9/21,tunisia,Sousse,dormitory,1937,JPY,
2023/9/22,tunisia,tunis,dormitory,19,EURO,
2023/9/23,-,-,ferry,-,-,
2023/9/24,Italy,Palermo,dormitory,19.8,EURO,
2023/9/25,Italy,Siracusa,dormitory,24,EURO,
2023/9/26,Italy,Catania,dormitory,17,EURO,
2023/9/27,Italy,Catania,dormitory,17,EURO,
2023/9/28,Italy,Taranto,single room,21.45,EURO,
2023/9/29,-,-,ferry,-,-,
2023/9/30,greece,Ioannina,dormitory,18,EURO,
2023/10/1,greece,Thessaloníki,dormitory,16,EURO,
2023/10/2,north macedonia,Skopje,dormitory,9.9,EURO,
2023/10/3,north macedonia,Skopje,dormitory,9.9,EURO,
2023/10/4,north macedonia,Ohrid,dormitory,10,EURO,
2023/10/5,north macedonia,Ohrid,dormitory,10,EURO,
2023/10/6,Albania,Berat,dormitory,11,EURO,
2023/10/7,Albania,Sarandë,dormitory,7.49,EURO,
2023/10/8,Albania,Vlorë,dormitory,9.9,EURO,
2023/10/9,Albania,Tirana,dormitory,9.18,EURO,
2023/10/10,kosovo,Prizren,dormitory,8.57,EURO,
2023/10/11,kosovo,Peja ,dormitory,11.46,EURO,
2023/10/12,Montenegro,Ulcinj,dormitory,7.14,EURO,
2023/10/13,Montenegro,Podgorica,dormitory,11.49,EURO,
2023/10/14,Montenegro,Žabljak,single room,11.7,EURO,
2023/10/15,Montenegro,Cetinje,single room,10,EURO,
2023/10/16,Bosna i Hercegovina,Sarajevo,dormitory,7.2,EURO,
2023/10/17,Bosna i Hercegovina,Sarajevo,dormitory,7.2,EURO,
2023/10/18,Bosna i Hercegovina,Mostar,dormitory,11.58,EURO,
2023/10/19,Bosna i Hercegovina,Banja Luka,dormitory,13,EURO,
2023/10/20,Bosna i Hercegovina,Jajce,dormitory,8,EURO,
2023/10/21,Bosna i Hercegovina,Tuzla,single room,12.6,EURO,
2023/10/22,Srbija,Beograd,dormitory,11.25,EURO,
2023/10/23,Srbija,Novi Sad,dormitory,11.7,EURO,
2023/10/24,Srbija,Novi Sad,dormitory,11.7,EURO,
2023/10/25,Srbija,Niš,dormitory,10,EURO,
2023/10/26,Srbija,Niš,dormitory,12,EURO,
2023/10/27,Bulgaria,Sofia,dormitory,12.42,EURO,
2023/10/28,Bulgaria,Sofia,dormitory,12.42,EURO,
2023/10/29,Bulgaria,Plovdiv,dormitory,8.09,EURO,
2023/10/30,Bulgaria,Veliko Tarnovo,dormitory,11.25,EURO,
2023/10/31,Romania,Bucharest,dormitory,8.86,EURO,
2023/11/1,Romania,Brașov,dormitory,11.65,EURO,
2023/11/2,Romania,Sibiu,dormitory,10.31,EURO,
2023/11/3,Romania,Cluj-Napoca,dormitory,16.64 €,EURO,
2023/11/4,Romania,Iași,dormitory,16.07 €,EURO,
2023/11/5,Moldova,Chișinău,dormitory,10.98,EURO,
2023/11/6,Moldova,Comrat,single room,12.75,EURO,
2023/11/7,Romania,Galaţi,single room,25.12,EURO,
2023/11/8,Romania,Constanța,single room,19.89,EURO,
2023/11/9,Bulgaria,Varna,dormitory,10.12,EURO,
2023/11/10,Bulgaria,Varna,dormitory,8.28,EURO,
2023/11/11,Türkiye,istanbul,dormitory,7.72,EURO,
2023/11/12,Türkiye,istanbul,dormitory,1861,JPY,
2023/11/13,Türkiye,Çanakkale,single room,503.24,TRY,
2023/11/14,Türkiye,İzmir,dormitory,2190,JPY,
2023/11/15,Türkiye,Denizli,single room,366.02,TRY,
2023/11/16,Türkiye,Antalya,dormitory,309.25,TRY,
2023/11/17,Türkiye,Antalya,single room,276.91,TRY,
2023/11/18,Türkiye, Konya,dormitory,231.58,TRY,
2023/11/19,Türkiye,Ankara,dormitory,431.45,TRY,
2023/11/20,Türkiye,Ankara,dormitory,431.45,TRY,
2023/11/21,UAE,Abu Dhabi,dormitory,15.76,EURO,
2023/11/22,cyprus,Larnaca,dormitory,14,EURO,
2023/11/23,cyprus,paphos,dormitory,23,EURO,
2023/11/24,UAE,Abu Dhabi,Airport,-,-,
2023/11/25,Egypt,alexandria,single room,7.79,USD,
2023/11/26,Egypt,alexandria,single room,7.85,USD,
2023/11/27,Egypt,Port Said,single room,823,EGP,
2023/11/28,Egypt,Cairo,dormitory,6.04,USD,
2023/11/29,Egypt,Giza,dormitory,3,EURO,
2023/11/30,Egypt,Cairo,single room,8.98,USD,
2023/12/1,Egypt,Sohag,single room,15,EURO,
2023/12/2,UAE,Abu Dhabi,Airport,-,-,
2023/12/3,uzbekistan,Toshkent,dormitory,7.06,USD,
2023/12/4,uzbekistan,Samarkand,dormitory,7.06,USD,
2023/12/5,uzbekistan,Toshkent,dormitory,6.87,USD,
2023/12/6,-,-,airplane,-,-,
2023/12/7,South Korea,Seoul,dormitory,16756,KRW,
2023/12/8,South Korea,Daejeon,dormitory,17915,KRW,
2023/12/9,South Korea,Gwangju,dormitory,20188,KRW,
2023/12/10,South Korea,Busan,dormitory,15562,KRW,
2023/12/11,-,-,ferry,-,-,
2023/12/12,Japan,Hakata,brother's house,0,JPY,
2023/12/13,Japan,Beppu,dormitory,2200,JPY,
2023/12/14,Japan,Beppu,dormitory,2200,JPY,
2023/12/15,Japan,Matsuyama,dormitory,2397,JPY,
2023/12/16,Japan,Onomichi,dormitory,3000,JPY,
2023/12/17,Japn,Sanda,parents' home,0,JPY,
2023/12/18,Japn,Sanda,parents' home,0,JPY,
2023/12/19,Japn,Nagoya,dormitory,2559,JPY,
2023/12/20,Japn,Nagoya,dormitory,2559,JPY,
2023/12/21,Japn,Kofu,dormitory,2690,JPY,
2023/12/22,Japn,Akabane,dormitory,2583,JPY,
2023/12/23,Japn,Kamakura,dormitory,3022,JPY,
2023/12/24,Japn,Odawara,dormitory,3089,JPY,
2023/12/25,Japan,Hakone,dormitory,2999,JPY,
2023/12/26,,,,,,
2023/12/27,,,,,,
